Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Sat Feb 1 2014,9:00p,Charlotte Bobcats,95,Phoenix Suns,105,Box Score,,16248,US Airways Center,
Sat Feb 1 2014,10:00p,Toronto Raptors,103,Portland Trail Blazers,106,Box Score,,19996,Moda Center,
Sat Feb 1 2014,10:30p,Utah Jazz,87,Los Angeles Clippers,102,Box Score,,19060,STAPLES Center,
Sun Feb 2 2014,1:00p,Orlando Magic,89,Boston Celtics,96,Box Score,,18624,TD Garden,
Mon Feb 3 2014,7:00p,Orlando Magic,79,Indiana Pacers,98,Box Score,,16266,Bankers Life Fieldhouse,
Mon Feb 3 2014,7:00p,Portland Trail Blazers,90,Washington Wizards,100,Box Score,,13259,Verizon Center,
Mon Feb 3 2014,7:30p,Philadelphia 76ers,102,Brooklyn Nets,108,Box Score,,16727,Barclays Center,
Mon Feb 3 2014,7:30p,Detroit Pistons,96,Miami Heat,102,Box Score,,19802,AmericanAirlines Arena,
Mon Feb 3 2014,8:00p,New York Knicks,98,Milwaukee Bucks,101,Box Score,,11147,BMO Harris Bradley Center,
Mon Feb 3 2014,8:00p,San Antonio Spurs,102,New Orleans Pelicans,95,Box Score,,17086,Smoothie King Center,
Mon Feb 3 2014,8:00p,Memphis Grizzlies,77,Oklahoma City Thunder,86,Box Score,,18203,Chesapeake Energy Arena,
Mon Feb 3 2014,8:30p,Cleveland Cavaliers,107,Dallas Mavericks,124,Box Score,,19595,American Airlines Center,
Mon Feb 3 2014,9:00p,Los Angeles Clippers,115,Denver Nuggets,116,Box Score,,16567,Pepsi Center,
Mon Feb 3 2014,9:00p,Toronto Raptors,94,Utah Jazz,79,Box Score,,17139,EnergySolutions Arena,
Mon Feb 3 2014,10:00p,Chicago Bulls,70,Sacramento Kings,99,Box Score,,15178,Sleep Train Arena,
Tue Feb 4 2014,7:30p,Indiana Pacers,89,Atlanta Hawks,85,Box Score,,15374,Philips Arena,
Tue Feb 4 2014,8:00p,Los Angeles Lakers,99,Minnesota Timberwolves,109,Box Score,,12559,Target Center,
Tue Feb 4 2014,9:00p,Chicago Bulls,101,Phoenix Suns,92,Box Score,,16636,US Airways Center,
Tue Feb 4 2014,10:30p,Charlotte Bobcats,91,Golden State Warriors,75,Box Score,,19596,Oracle Arena,
Wed Feb 5 2014,7:00p,Los Angeles Lakers,119,Cleveland Cavaliers,108,Box Score,,15205,Quicken Loans Arena,
Wed Feb 5 2014,7:00p,Detroit Pistons,98,Orlando Magic,112,Box Score,,15166,Amway Center,
Wed Feb 5 2014,7:00p,Boston Celtics,114,Philadelphia 76ers,108,Box Score,,10267,Wells Fargo Center,
Wed Feb 5 2014,7:00p,San Antonio Spurs,125,Washington Wizards,118,Box Score,2OT,15791,Verizon Center,
Wed Feb 5 2014,8:00p,Phoenix Suns,108,Houston Rockets,122,Box Score,,18217,Toyota Center,
Wed Feb 5 2014,8:00p,Dallas Mavericks,110,Memphis Grizzlies,96,Box Score,,16188,FedEx Forum,
Wed Feb 5 2014,8:00p,Atlanta Hawks,100,New Orleans Pelicans,105,Box Score,,16232,Smoothie King Center,
Wed Feb 5 2014,8:00p,Portland Trail Blazers,94,New York Knicks,90,Box Score,,19812,Madison Square Garden (IV),
Wed Feb 5 2014,8:00p,Minnesota Timberwolves,97,Oklahoma City Thunder,106,Box Score,,18203,Chesapeake Energy Arena,
Wed Feb 5 2014,9:00p,Milwaukee Bucks,100,Denver Nuggets,110,Box Score,,15122,Pepsi Center,
Wed Feb 5 2014,10:00p,Toronto Raptors,101,Sacramento Kings,109,Box Score,,17317,Sleep Train Arena,
Wed Feb 5 2014,10:30p,Miami Heat,116,Los Angeles Clippers,112,Box Score,,19672,STAPLES Center,
Thu Feb 6 2014,8:00p,San Antonio Spurs,89,Brooklyn Nets,103,Box Score,,17732,Barclays Center,
Thu Feb 6 2014,10:30p,Chicago Bulls,87,Golden State Warriors,102,Box Score,,19596,Oracle Arena,
Fri Feb 7 2014,7:00p,Portland Trail Blazers,113,Indiana Pacers,118,Box Score,OT,18165,Bankers Life Fieldhouse,
Fri Feb 7 2014,7:00p,Oklahoma City Thunder,102,Orlando Magic,103,Box Score,,15595,Amway Center,
Fri Feb 7 2014,7:00p,Los Angeles Lakers,112,Philadelphia 76ers,98,Box Score,,15211,Wells Fargo Center,
Fri Feb 7 2014,7:00p,Cleveland Cavaliers,115,Washington Wizards,113,Box Score,,16294,Verizon Center,
Fri Feb 7 2014,7:30p,Sacramento Kings,89,Boston Celtics,99,Box Score,,18624,TD Garden,
Fri Feb 7 2014,7:30p,Brooklyn Nets,95,Detroit Pistons,111,Box Score,,13727,The Palace of Auburn Hills,
Fri Feb 7 2014,7:30p,Denver Nuggets,90,New York Knicks,117,Box Score,,19812,Madison Square Garden (IV),
Fri Feb 7 2014,8:30p,Utah Jazz,81,Dallas Mavericks,103,Box Score,,19928,American Airlines Center,
Fri Feb 7 2014,9:30p,Minnesota Timberwolves,91,New Orleans Pelicans,98,Box Score,,16541,Smoothie King Center,
Fri Feb 7 2014,10:30p,Toronto Raptors,105,Los Angeles Clippers,118,Box Score,,19060,STAPLES Center,
Sat Feb 8 2014,7:00p,San Antonio Spurs,104,Charlotte Bobcats,100,Box Score,,19084,Time Warner Cable Arena,
Sat Feb 8 2014,7:30p,Memphis Grizzlies,79,Atlanta Hawks,76,Box Score,,15190,Philips Arena,
Sat Feb 8 2014,7:30p,Denver Nuggets,109,Detroit Pistons,126,Box Score,,15870,The Palace of Auburn Hills,
Sat Feb 8 2014,8:00p,Portland Trail Blazers,117,Minnesota Timberwolves,110,Box Score,,17506,Target Center,
Sat Feb 8 2014,8:30p,Houston Rockets,101,Milwaukee Bucks,95,Box Score,,15923,BMO Harris Bradley Center,
Sat Feb 8 2014,9:00p,Golden State Warriors,109,Phoenix Suns,122,Box Score,,17846,US Airways Center,
Sat Feb 8 2014,9:00p,Miami Heat,89,Utah Jazz,94,Box Score,,19911,EnergySolutions Arena,
Sun Feb 9 2014,1:00p,New York Knicks,100,Oklahoma City Thunder,112,Box Score,,18203,Chesapeake Energy Arena,
Sun Feb 9 2014,3:30p,Chicago Bulls,92,Los Angeles Lakers,86,Box Score,,18997,STAPLES Center,
Sun Feb 9 2014,6:00p,Dallas Mavericks,102,Boston Celtics,91,Box Score,,17650,TD Garden,
Sun Feb 9 2014,6:00p,New Orleans Pelicans,81,Brooklyn Nets,93,Box Score,,17732,Barclays Center,
Sun Feb 9 2014,6:00p,Memphis Grizzlies,83,Cleveland Cavaliers,91,Box Score,OT,16484,Quicken Loans Arena,
Sun Feb 9 2014,6:00p,Indiana Pacers,92,Orlando Magic,93,Box Score,,16366,Amway Center,
Sun Feb 9 2014,6:00p,Sacramento Kings,84,Washington Wizards,93,Box Score,,18173,Verizon Center,
Sun Feb 9 2014,9:30p,Philadelphia 76ers,78,Los Angeles Clippers,123,Box Score,,19157,STAPLES Center,
Mon Feb 10 2014,7:00p,Denver Nuggets,80,Indiana Pacers,119,Box Score,,16124,Bankers Life Fieldhouse,
Mon Feb 10 2014,7:00p,New Orleans Pelicans,101,Toronto Raptors,108,Box Score,,17596,Air Canada Centre,
Mon Feb 10 2014,7:30p,San Antonio Spurs,100,Detroit Pistons,109,Box Score,,13628,The Palace of Auburn Hills,
Mon Feb 10 2014,8:00p,Boston Celtics,102,Milwaukee Bucks,86,Box Score,,11016,BMO Harris Bradley Center,
Mon Feb 10 2014,8:00p,Houston Rockets,107,Minnesota Timberwolves,89,Box Score,,12002,Target Center,
Mon Feb 10 2014,10:30p,Philadelphia 76ers,80,Golden State Warriors,123,Box Score,,19596,Oracle Arena,
Tue Feb 11 2014,7:00p,Dallas Mavericks,89,Charlotte Bobcats,114,Box Score,,11467,Time Warner Cable Arena,
Tue Feb 11 2014,7:00p,Sacramento Kings,99,Cleveland Cavaliers,109,Box Score,,14245,Quicken Loans Arena,
Tue Feb 11 2014,8:00p,Atlanta Hawks,85,Chicago Bulls,100,Box Score,,21325,United Center,
Tue Feb 11 2014,8:00p,Washington Wizards,89,Memphis Grizzlies,92,Box Score,,15613,FedEx Forum,
Tue Feb 11 2014,9:00p,Miami Heat,103,Phoenix Suns,97,Box Score,,17927,US Airways Center,
Tue Feb 11 2014,10:00p,Oklahoma City Thunder,98,Portland Trail Blazers,95,Box Score,,20018,Moda Center,
Tue Feb 11 2014,10:30p,Utah Jazz,96,Los Angeles Lakers,79,Box Score,,18209,STAPLES Center,
Wed Feb 12 2014,7:00p,Dallas Mavericks,81,Indiana Pacers,73,Box Score,,17663,Bankers Life Fieldhouse,
Wed Feb 12 2014,7:00p,Memphis Grizzlies,86,Orlando Magic,81,Box Score,,15310,Amway Center,
Wed Feb 12 2014,7:00p,Atlanta Hawks,83,Toronto Raptors,104,Box Score,,17121,Air Canada Centre,
Wed Feb 12 2014,7:30p,San Antonio Spurs,104,Boston Celtics,92,Box Score,,17922,TD Garden,
Wed Feb 12 2014,7:30p,Charlotte Bobcats,89,Brooklyn Nets,105,Box Score,,16862,Barclays Center,
Wed Feb 12 2014,7:30p,Cleveland Cavaliers,93,Detroit Pistons,89,Box Score,,13184,The Palace of Auburn Hills,
Wed Feb 12 2014,7:30p,Sacramento Kings,106,New York Knicks,101,Box Score,OT,19812,Madison Square Garden (IV),
Wed Feb 12 2014,8:00p,Washington Wizards,112,Houston Rockets,113,Box Score,,18314,Toyota Center,
Wed Feb 12 2014,8:00p,New Orleans Pelicans,102,Milwaukee Bucks,98,Box Score,,11012,BMO Harris Bradley Center,
Wed Feb 12 2014,8:00p,Denver Nuggets,90,Minnesota Timberwolves,117,Box Score,,12139,Target Center,
Wed Feb 12 2014,9:00p,Philadelphia 76ers,100,Utah Jazz,105,Box Score,,19368,EnergySolutions Arena,
Wed Feb 12 2014,10:30p,Miami Heat,111,Golden State Warriors,110,Box Score,,19596,Oracle Arena,
Wed Feb 12 2014,10:30p,Portland Trail Blazers,117,Los Angeles Clippers,122,Box Score,,19175,STAPLES Center,
Thu Feb 13 2014,8:00p,Brooklyn Nets,76,Chicago Bulls,92,Box Score,,21500,United Center,
Thu Feb 13 2014,10:30p,Oklahoma City Thunder,107,Los Angeles Lakers,103,Box Score,,18997,STAPLES Center,
Tue Feb 18 2014,7:00p,Atlanta Hawks,98,Indiana Pacers,108,Box Score,,18165,Bankers Life Fieldhouse,
Tue Feb 18 2014,7:00p,Cleveland Cavaliers,114,Philadelphia 76ers,85,Box Score,,12904,Wells Fargo Center,
Tue Feb 18 2014,7:00p,Toronto Raptors,103,Washington Wizards,93,Box Score,,15624,Verizon Center,
Tue Feb 18 2014,7:30p,Charlotte Bobcats,108,Detroit Pistons,96,Box Score,,11285,The Palace of Auburn Hills,
Tue Feb 18 2014,8:00p,New York Knicks,93,Memphis Grizzlies,98,Box Score,,17317,FedEx Forum,
Tue Feb 18 2014,8:00p,Orlando Magic,100,Milwaukee Bucks,104,Box Score,,11106,BMO Harris Bradley Center,
Tue Feb 18 2014,8:30p,Miami Heat,117,Dallas Mavericks,106,Box Score,,20461,American Airlines Center,
Tue Feb 18 2014,9:00p,Phoenix Suns,112,Denver Nuggets,107,Box Score,OT,16461,Pepsi Center,
Tue Feb 18 2014,10:30p,San Antonio Spurs,113,Los Angeles Clippers,103,Box Score,,19257,STAPLES Center,
Wed Feb 19 2014,7:00p,Detroit Pistons,98,Charlotte Bobcats,116,Box Score,,14400,Time Warner Cable Arena,
Wed Feb 19 2014,7:00p,Orlando Magic,93,Cleveland Cavaliers,101,Box Score,,16539,Quicken Loans Arena,
Wed Feb 19 2014,7:00p,Chicago Bulls,94,Toronto Raptors,92,Box Score,,17704,Air Canada Centre,
Wed Feb 19 2014,7:30p,Washington Wizards,114,Atlanta Hawks,97,Box Score,,13529,Philips Arena,
Wed Feb 19 2014,8:00p,Indiana Pacers,91,Minnesota Timberwolves,104,Box Score,,15109,Target Center,
Wed Feb 19 2014,8:00p,New York Knicks,98,New Orleans Pelicans,91,Box Score,,16495,Smoothie King Center,
Wed Feb 19 2014,9:00p,Boston Celtics,94,Phoenix Suns,100,Box Score,,16135,US Airways Center,
Wed Feb 19 2014,9:00p,Brooklyn Nets,105,Utah Jazz,99,Box Score,,17386,EnergySolutions Arena,
Wed Feb 19 2014,10:00p,San Antonio Spurs,111,Portland Trail Blazers,109,Box Score,,20057,Moda Center,
Wed Feb 19 2014,10:00p,Golden State Warriors,101,Sacramento Kings,92,Box Score,,17317,Sleep Train Arena,
Wed Feb 19 2014,10:30p,Houston Rockets,134,Los Angeles Lakers,108,Box Score,,18997,STAPLES Center,
Thu Feb 20 2014,8:00p,Denver Nuggets,101,Milwaukee Bucks,90,Box Score,,11186,BMO Harris Bradley Center,
Thu Feb 20 2014,8:00p,Miami Heat,103,Oklahoma City Thunder,81,Box Score,,18203,Chesapeake Energy Arena,
Thu Feb 20 2014,10:30p,Houston Rockets,99,Golden State Warriors,102,Box Score,OT,19596,Oracle Arena,
Fri Feb 21 2014,7:00p,New Orleans Pelicans,87,Charlotte Bobcats,90,Box Score,,15867,Time Warner Cable Arena,
Fri Feb 21 2014,7:00p,New York Knicks,121,Orlando Magic,129,Box Score,2OT,16498,Amway Center,
Fri Feb 21 2014,7:00p,Dallas Mavericks,124,Philadelphia 76ers,112,Box Score,,14928,Wells Fargo Center,
Fri Feb 21 2014,7:00p,Cleveland Cavaliers,91,Toronto Raptors,98,Box Score,,18854,Air Canada Centre,
Fri Feb 21 2014,7:30p,Atlanta Hawks,107,Detroit Pistons,115,Box Score,,18053,The Palace of Auburn Hills,
Fri Feb 21 2014,8:00p,Denver Nuggets,89,Chicago Bulls,117,Box Score,,21621,United Center,
Fri Feb 21 2014,8:00p,Los Angeles Clippers,96,Memphis Grizzlies,102,Box Score,,17963,FedEx Forum,
Fri Feb 21 2014,9:00p,San Antonio Spurs,85,Phoenix Suns,106,Box Score,,18422,US Airways Center,
Fri Feb 21 2014,10:00p,Utah Jazz,94,Portland Trail Blazers,102,Box Score,,19998,Moda Center,
Fri Feb 21 2014,10:30p,Boston Celtics,92,Los Angeles Lakers,101,Box Score,,18997,STAPLES Center,
Sat Feb 22 2014,7:00p,Memphis Grizzlies,89,Charlotte Bobcats,92,Box Score,,18317,Time Warner Cable Arena,
Sat Feb 22 2014,7:00p,New Orleans Pelicans,93,Washington Wizards,94,Box Score,,18385,Verizon Center,
Sat Feb 22 2014,7:30p,New York Knicks,98,Atlanta Hawks,107,Box Score,,19045,Philips Arena,
Sat Feb 22 2014,7:30p,Dallas Mavericks,113,Detroit Pistons,102,Box Score,,15213,The Palace of Auburn Hills,
Sat Feb 22 2014,8:30p,Indiana Pacers,110,Milwaukee Bucks,100,Box Score,,17165,BMO Harris Bradley Center,
Sat Feb 22 2014,9:00p,Minnesota Timberwolves,121,Utah Jazz,104,Box Score,,19323,EnergySolutions Arena,
Sat Feb 22 2014,10:00p,Boston Celtics,98,Sacramento Kings,105,Box Score,,17317,Sleep Train Arena,
Sat Feb 22 2014,10:30p,Brooklyn Nets,86,Golden State Warriors,93,Box Score,,19596,Oracle Arena,
Sun Feb 23 2014,1:00p,Los Angeles Clippers,125,Oklahoma City Thunder,117,Box Score,,18203,Chesapeake Energy Arena,
Sun Feb 23 2014,3:30p,Chicago Bulls,79,Miami Heat,93,Box Score,,19848,AmericanAirlines Arena,
Sun Feb 23 2014,6:00p,Washington Wizards,96,Cleveland Cavaliers,83,Box Score,,17238,Quicken Loans Arena,
Sun Feb 23 2014,6:00p,Orlando Magic,90,Toronto Raptors,105,Box Score,,17435,Air Canada Centre,
Sun Feb 23 2014,8:00p,Sacramento Kings,109,Denver Nuggets,95,Box Score,,16263,Pepsi Center,
Sun Feb 23 2014,9:00p,Brooklyn Nets,108,Los Angeles Lakers,102,Box Score,,18997,STAPLES Center,
Sun Feb 23 2014,9:00p,Houston Rockets,115,Phoenix Suns,112,Box Score,,15510,US Airways Center,
Sun Feb 23 2014,9:00p,Minnesota Timberwolves,97,Portland Trail Blazers,108,Box Score,,19458,Moda Center,
Mon Feb 24 2014,7:00p,Milwaukee Bucks,130,Philadelphia 76ers,110,Box Score,,12216,Wells Fargo Center,
Mon Feb 24 2014,7:30p,Golden State Warriors,104,Detroit Pistons,96,Box Score,,14071,The Palace of Auburn Hills,
Mon Feb 24 2014,7:30p,Dallas Mavericks,110,New York Knicks,108,Box Score,,19812,Madison Square Garden (IV),
Mon Feb 24 2014,8:00p,Los Angeles Clippers,123,New Orleans Pelicans,110,Box Score,,16185,Smoothie King Center,
Mon Feb 24 2014,9:00p,Boston Celtics,98,Utah Jazz,110,Box Score,,17130,EnergySolutions Arena,
Tue Feb 25 2014,7:00p,Toronto Raptors,99,Cleveland Cavaliers,93,Box Score,,13758,Quicken Loans Arena,
Tue Feb 25 2014,7:00p,Los Angeles Lakers,98,Indiana Pacers,118,Box Score,,18165,Bankers Life Fieldhouse,
Tue Feb 25 2014,7:00p,Orlando Magic,106,Washington Wizards,115,Box Score,,13306,Verizon Center,
Tue Feb 25 2014,7:30p,Chicago Bulls,107,Atlanta Hawks,103,Box Score,,12418,Philips Arena,
Tue Feb 25 2014,9:00p,Portland Trail Blazers,100,Denver Nuggets,95,Box Score,,16058,Pepsi Center,
Tue Feb 25 2014,9:00p,Minnesota Timberwolves,110,Phoenix Suns,101,Box Score,,16273,US Airways Center,
Tue Feb 25 2014,10:00p,Houston Rockets,129,Sacramento Kings,103,Box Score,,16057,Sleep Train Arena,
Wed Feb 26 2014,7:00p,Orlando Magic,101,Philadelphia 76ers,90,Box Score,,12817,Wells Fargo Center,
Wed Feb 26 2014,7:30p,Atlanta Hawks,104,Boston Celtics,115,Box Score,,16605,TD Garden,
Wed Feb 26 2014,8:00p,Golden State Warriors,83,Chicago Bulls,103,Box Score,,21701,United Center,
Wed Feb 26 2014,8:00p,New Orleans Pelicans,89,Dallas Mavericks,108,Box Score,,19729,American Airlines Center,
Wed Feb 26 2014,8:00p,Los Angeles Lakers,103,Memphis Grizzlies,108,Box Score,,16989,FedEx Forum,
Wed Feb 26 2014,8:00p,Cleveland Cavaliers,114,Oklahoma City Thunder,104,Box Score,,18203,Chesapeake Energy Arena,
Wed Feb 26 2014,8:30p,Detroit Pistons,110,San Antonio Spurs,120,Box Score,,18581,AT&T Center,
Wed Feb 26 2014,9:00p,Phoenix Suns,86,Utah Jazz,109,Box Score,,19639,EnergySolutions Arena,
Wed Feb 26 2014,10:00p,Brooklyn Nets,80,Portland Trail Blazers,124,Box Score,,20015,Moda Center,
Wed Feb 26 2014,10:30p,Houston Rockets,93,Los Angeles Clippers,101,Box Score,,19258,STAPLES Center,
Thu Feb 27 2014,7:00p,Milwaukee Bucks,96,Indiana Pacers,101,Box Score,,17892,Bankers Life Fieldhouse,
Thu Feb 27 2014,7:00p,Washington Wizards,134,Toronto Raptors,129,Box Score,3OT,17758,Air Canada Centre,
Thu Feb 27 2014,8:00p,New York Knicks,82,Miami Heat,108,Box Score,,19634,AmericanAirlines Arena,
Thu Feb 27 2014,10:30p,Brooklyn Nets,112,Denver Nuggets,89,Box Score,,14826,Pepsi Center,
Fri Feb 28 2014,7:30p,Utah Jazz,79,Cleveland Cavaliers,99,Box Score,,18601,Quicken Loans Arena,
Fri Feb 28 2014,8:00p,Golden State Warriors,126,New York Knicks,103,Box Score,,19812,Madison Square Garden (IV),
Fri Feb 28 2014,8:00p,Memphis Grizzlies,107,Oklahoma City Thunder,113,Box Score,,18203,Chesapeake Energy Arena,
Fri Feb 28 2014,8:30p,Chicago Bulls,100,Dallas Mavericks,91,Box Score,,20398,American Airlines Center,
Fri Feb 28 2014,8:30p,Charlotte Bobcats,82,San Antonio Spurs,92,Box Score,,18581,AT&T Center,
Fri Feb 28 2014,10:30p,Sacramento Kings,122,Los Angeles Lakers,126,Box Score,,18997,STAPLES Center,
Fri Feb 28 2014,10:30p,New Orleans Pelicans,104,Phoenix Suns,116,Box Score,,16578,US Airways Center,
Sat Mar 1 2014,7:30p,Orlando Magic,98,Miami Heat,112,Box Score,,19834,AmericanAirlines Arena,
Sat Mar 1 2014,7:30p,Washington Wizards,122,Philadelphia 76ers,103,Box Score,,20856,Wells Fargo Center,
Sat Mar 1 2014,8:00p,Indiana Pacers,102,Boston Celtics,97,Box Score,,18624,TD Garden,
Sat Mar 1 2014,8:00p,Detroit Pistons,110,Houston Rockets,118,Box Score,,18330,Toyota Center,
Sat Mar 1 2014,8:30p,Brooklyn Nets,107,Milwaukee Bucks,98,Box Score,,14081,BMO Harris Bradley Center,
Sat Mar 1 2014,9:00p,Cleveland Cavaliers,96,Memphis Grizzlies,110,Box Score,,17011,FedEx Forum,
Sat Mar 1 2014,10:00p,Denver Nuggets,96,Portland Trail Blazers,102,Box Score,,20068,Moda Center,
Sat Mar 1 2014,10:00p,Minnesota Timberwolves,108,Sacramento Kings,97,Box Score,,17085,Sleep Train Arena,
Sat Mar 1 2014,10:30p,New Orleans Pelicans,76,Los Angeles Clippers,108,Box Score,,19060,STAPLES Center,
Sun Mar 2 2014,1:00p,New York Knicks,90,Chicago Bulls,109,Box Score,,21739,United Center,
Sun Mar 2 2014,4:00p,Golden State Warriors,98,Toronto Raptors,104,Box Score,,18658,Air Canada Centre,
Sun Mar 2 2014,6:00p,Utah Jazz,91,Indiana Pacers,94,Box Score,,18165,Bankers Life Fieldhouse,
Sun Mar 2 2014,6:00p,Philadelphia 76ers,81,Orlando Magic,92,Box Score,,16704,Amway Center,
Sun Mar 2 2014,7:00p,Charlotte Bobcats,99,Oklahoma City Thunder,116,Box Score,,18203,Chesapeake Energy Arena,
Sun Mar 2 2014,7:00p,Dallas Mavericks,106,San Antonio Spurs,112,Box Score,,18581,AT&T Center,
Sun Mar 2 2014,8:00p,Atlanta Hawks,120,Phoenix Suns,129,Box Score,,16759,US Airways Center,
Mon Mar 3 2014,7:00p,Memphis Grizzlies,110,Washington Wizards,104,Box Score,,14065,Verizon Center,
Mon Mar 3 2014,7:30p,Chicago Bulls,80,Brooklyn Nets,96,Box Score,,17732,Barclays Center,
Mon Mar 3 2014,7:30p,New York Knicks,85,Detroit Pistons,96,Box Score,,14742,The Palace of Auburn Hills,
Mon Mar 3 2014,7:30p,Charlotte Bobcats,107,Miami Heat,124,Box Score,,19727,AmericanAirlines Arena,
Mon Mar 3 2014,8:00p,Utah Jazz,88,Milwaukee Bucks,114,Box Score,,10022,BMO Harris Bradley Center,
Mon Mar 3 2014,9:00p,Minnesota Timberwolves,132,Denver Nuggets,128,Box Score,,15240,Pepsi Center,
Mon Mar 3 2014,10:00p,Los Angeles Lakers,107,Portland Trail Blazers,106,Box Score,,20013,Moda Center,
Mon Mar 3 2014,10:00p,New Orleans Pelicans,89,Sacramento Kings,96,Box Score,,16225,Sleep Train Arena,
Tue Mar 4 2014,7:00p,San Antonio Spurs,122,Cleveland Cavaliers,101,Box Score,,17966,Quicken Loans Arena,
Tue Mar 4 2014,7:00p,Golden State Warriors,98,Indiana Pacers,96,Box Score,,18165,Bankers Life Fieldhouse,
Tue Mar 4 2014,8:00p,Miami Heat,103,Houston Rockets,106,Box Score,,18523,Toyota Center,
Tue Mar 4 2014,8:00p,Philadelphia 76ers,92,Oklahoma City Thunder,125,Box Score,,18203,Chesapeake Energy Arena,
Tue Mar 4 2014,9:00p,Los Angeles Clippers,104,Phoenix Suns,96,Box Score,,15068,US Airways Center,
Tue Mar 4 2014,10:30p,New Orleans Pelicans,132,Los Angeles Lakers,125,Box Score,,18436,STAPLES Center,
Wed Mar 5 2014,7:00p,Indiana Pacers,87,Charlotte Bobcats,109,Box Score,,15372,Time Warner Cable Arena,
Wed Mar 5 2014,7:00p,Houston Rockets,101,Orlando Magic,89,Box Score,,16012,Amway Center,
Wed Mar 5 2014,7:00p,Utah Jazz,91,Washington Wizards,104,Box Score,,13911,Verizon Center,
Wed Mar 5 2014,7:30p,Golden State Warriors,108,Boston Celtics,88,Box Score,,18155,TD Garden,
Wed Mar 5 2014,7:30p,Memphis Grizzlies,94,Brooklyn Nets,103,Box Score,,17053,Barclays Center,
Wed Mar 5 2014,7:30p,Chicago Bulls,105,Detroit Pistons,94,Box Score,,14007,The Palace of Auburn Hills,
Wed Mar 5 2014,8:00p,Dallas Mavericks,110,Denver Nuggets,115,Box Score,,14541,Pepsi Center,
Wed Mar 5 2014,8:00p,Sacramento Kings,116,Milwaukee Bucks,102,Box Score,,11079,BMO Harris Bradley Center,
Wed Mar 5 2014,8:00p,New York Knicks,118,Minnesota Timberwolves,106,Box Score,,14294,Target Center,
Wed Mar 5 2014,10:30p,Atlanta Hawks,78,Portland Trail Blazers,102,Box Score,,20043,Moda Center,
Thu Mar 6 2014,8:00p,Miami Heat,87,San Antonio Spurs,111,Box Score,,18581,AT&T Center,
Thu Mar 6 2014,9:00p,Oklahoma City Thunder,122,Phoenix Suns,128,Box Score,,17816,US Airways Center,
Thu Mar 6 2014,10:30p,Los Angeles Clippers,142,Los Angeles Lakers,94,Box Score,,18488,STAPLES Center,
Fri Mar 7 2014,7:00p,Cleveland Cavaliers,92,Charlotte Bobcats,101,Box Score,,15688,Time Warner Cable Arena,
Fri Mar 7 2014,7:00p,Memphis Grizzlies,85,Chicago Bulls,77,Box Score,,21318,United Center,
Fri Mar 7 2014,7:00p,Sacramento Kings,87,Toronto Raptors,99,Box Score,,18188,Air Canada Centre,
Fri Mar 7 2014,7:30p,Brooklyn Nets,84,Boston Celtics,91,Box Score,,18195,TD Garden,
Fri Mar 7 2014,7:30p,Utah Jazz,81,New York Knicks,108,Box Score,,19812,Madison Square Garden (IV),
Fri Mar 7 2014,8:00p,Detroit Pistons,101,Minnesota Timberwolves,114,Box Score,,16242,Target Center,
Fri Mar 7 2014,8:00p,Milwaukee Bucks,104,New Orleans Pelicans,112,Box Score,,16061,Smoothie King Center,
Fri Mar 7 2014,8:30p,Portland Trail Blazers,98,Dallas Mavericks,103,Box Score,,20251,American Airlines Center,
Fri Mar 7 2014,9:00p,Los Angeles Lakers,126,Denver Nuggets,134,Box Score,,18248,Pepsi Center,
Fri Mar 7 2014,9:30p,Indiana Pacers,86,Houston Rockets,112,Box Score,,18332,Toyota Center,
Fri Mar 7 2014,10:30p,Atlanta Hawks,97,Golden State Warriors,111,Box Score,,19596,Oracle Arena,
Sat Mar 8 2014,7:30p,New York Knicks,107,Cleveland Cavaliers,97,Box Score,,20562,Quicken Loans Arena,
Sat Mar 8 2014,7:30p,Utah Jazz,104,Philadelphia 76ers,92,Box Score,,13569,Wells Fargo Center,
Sat Mar 8 2014,8:00p,Charlotte Bobcats,89,Memphis Grizzlies,111,Box Score,,17298,FedEx Forum,
Sat Mar 8 2014,8:30p,Orlando Magic,112,San Antonio Spurs,121,Box Score,,18581,AT&T Center,
Sat Mar 8 2014,9:00p,Washington Wizards,114,Milwaukee Bucks,107,Box Score,,14839,BMO Harris Bradley Center,
Sat Mar 8 2014,10:30p,Atlanta Hawks,108,Los Angeles Clippers,109,Box Score,,19178,STAPLES Center,
Sun Mar 9 2014,1:00p,Miami Heat,88,Chicago Bulls,95,Box Score,OT,22028,United Center,
Sun Mar 9 2014,3:30p,Oklahoma City Thunder,110,Los Angeles Lakers,114,Box Score,,18997,STAPLES Center,
Sun Mar 9 2014,6:00p,Detroit Pistons,111,Boston Celtics,118,Box Score,,18624,TD Garden,
Sun Mar 9 2014,6:00p,Sacramento Kings,89,Brooklyn Nets,104,Box Score,,17732,Barclays Center,
Sun Mar 9 2014,6:00p,Denver Nuggets,107,New Orleans Pelicans,111,Box Score,OT,17115,Smoothie King Center,
Sun Mar 9 2014,7:00p,Portland Trail Blazers,113,Houston Rockets,118,Box Score,OT,18321,Toyota Center,
